1116.972849997504, 1473.9365846353514
1116.905241904105, 1473.9864690792658
1116.8376606028623, 1474.264979925979
1116.7700754741688, 1474.510829858007
1116.702452070966, 1474.4300706431789
1116.6348133579593, 1474.2186677696086
1116.567212919462, 1474.333874042894
1116.4996354456705, 1474.6450458042927
1116.4320350071732, 1474.7602520775783
1116.364430741225, 1474.8427974361782
1116.296818820375, 1474.8600209654069
1116.229203072074, 1474.84458357995
1116.161587323773, 1474.8291461944932
1116.0939715754719, 1474.8137088090364
1116.023084828714, 1475.1291496503295
1115.9587400788698, 1474.7828340381227
1115.8910630913538, 1474.2448220176966
1115.823424378347, 1474.0334191441264
1115.7557856653405, 1473.822016270556
1115.6879670621397, 1472.0755504067638
1115.62027476482, 1471.4068947275955
1115.5525901224019, 1470.8035608777982
1115.4848939976312, 1470.1022442839444
1115.4172093552131, 1469.498910434147
1115.349482610835, 1468.5363065228087
1115.2817826586133, 1467.8023290142692
1115.2140061573728, 1466.4151332120182
1115.1462564482888, 1465.2565638125661
1115.078564150969, 1464.5879081333978
1115.010379388295, 1464.0878835635485
1114.9432369680935, 1463.7405104953448
1114.8756212197925, 1463.725073109888
1114.8080169538443, 1463.8076184684878
1114.7404356526017, 1464.086129315201
1114.6729691748874, 1465.3444676024817
1114.6056596226615, 1467.9419033918707
1114.5383615527885, 1470.6373219253167
1114.4711974436984, 1474.4758724727574
1114.4040103699026, 1478.118457532085
1114.3369266372822, 1482.6428872879228
1114.26983524976, 1487.1019952143897
1114.2015212762678, 1493.232683127784
1114.1624672254045, 1497.547306074229
1114.1054385769974, 1500.4550784711719
1114.0325006390883, 1503.9788469786754
1113.9887512624578, 1508.8049603867903
1113.9663911118084, 1512.8201508327584
1113.9040955203136, 1513.2445057862317
1113.8367055916178, 1515.1560623672237
1113.7691089805717, 1515.3039295551948
1113.7014855773687, 1515.2231703403668
1113.6338698290676, 1515.20773295491
1113.5662540807666, 1515.192295569453
1113.4986459873676, 1515.2421800133675
1113.4310302390666, 1515.2267426279104
1113.3634221456673, 1515.2766270718248
1113.2958025699154, 1515.2285287716825
1113.2281753392615, 1515.1151086421687
1113.1605595909605, 1515.099671256712
1113.092913223052, 1514.8229465537706
1113.0211248795172, 1512.9205224790173
1112.9576090048822, 1514.171514403831
1112.889943499719, 1513.7314851274616
1112.8222358925952, 1512.9321857895509
1112.754447909002, 1511.4470072432432
1112.6868053685444, 1511.2029434549875
1112.6191283810283, 1510.6649314345614
1112.5515126327273, 1510.6494940491045
1112.4813462073294, 1510.723289429584
1112.4221184726832, 1511.4753340253885
1112.3485811839037, 1509.8846417696514
1112.2809692630535, 1509.90186529888
1112.21338413436, 1510.1477152309078
1112.1457990056665, 1510.3935651629356
1112.0781947397184, 1510.4761105215355
1112.009235774849, 1510.2382781879285
1111.943051274488, 1511.19643678839
1111.8754776281473, 1511.5402694644745
1111.8078503974934, 1511.4268493349607
1111.7403647825245, 1512.5218830488134
1111.672840893046, 1513.2903076158104
1111.605343795724, 1514.2873585856064
1111.5378160787945, 1515.0231222379177
1111.470292189316, 1515.7915468049146
1111.4027529900338, 1516.4293277131692
1111.335202308399, 1516.969125877367
1111.267643971862, 1517.4436022121938
1111.2000473608157, 1517.591469400165
1111.1324851968277, 1518.033284820306
1111.0648273465665, 1517.658577373308
1110.998585064314, 1517.2590700070157
1110.929431269574, 1516.2232832709146
1110.8615820467658, 1514.2155300896377
1110.7935988631743, 1511.0646448943658
1110.7255557161852, 1507.4020720356864
1110.6448786639705, 1500.83422576126
1110.5725617123583, 1497.0147942425608
1110.5117997159632, 1490.928367270926
1110.4401605610483, 1484.8232585065807
1110.3719630402045, 1479.8433620889168
1110.303734899753, 1474.602178353768
1110.2355947906733, 1470.1121956563875
1110.1675809874746, 1466.700023143631
1110.0996054587852, 1463.6144597777302
1110.029703446456, 1461.5735778822084
1109.964060111206, 1460.9053900025995
1109.896386951141, 1460.4000388968589
1109.8286640342137, 1459.470095900206
1109.760960254541, 1458.703457476981
1109.6933330238871, 1458.5900373474674
1109.6257134481352, 1458.541939047325
1109.558105354736, 1458.5918234912392
1109.4904819515332, 1458.5110642764112
1109.4228662032322, 1458.4956268909543
1109.3552504549311, 1458.4801895054975
1109.287642361532, 1458.5300739494119
1109.2476876011724, 1458.5209518580054
