Frequency,Gain,Phase Shift
0.01,149.00994279749824,67.87258041119733
0.010722672220103232,149.86975037808895,47.88966314533313
0.011497569953977356,138.60415675811404,26.917024841169695
0.012328467394420659,248.01888645292425,4.7750554510590995
0.013219411484660288,259.4974247986583,-18.829373834944622
0.014174741629268055,671.6856748297367,26.013256459585797
0.01519911082952934,555.5954836890154,20.325520033303498
0.016297508346206444,580.6351197770733,23.94207932510447
0.01747528400007684,214.1220472840978,-145.2828287564499
0.01873817422860384,445.6222280638249,31.381862882102784
0.02009233002565047,462.51918531622414,4.708431358209887
0.021544346900318846,451.73252385122726,-26.49022721372147
0.023101297000831605,255.1116912562668,37.73603042183176
0.024770763559917114,401.91037463394224,5.237070164935909
0.026560877829466867,647.9419225479646,-0.9587505058685277
0.02848035868435802,610.4976123551055,9.986642631990762
0.030538555088334154,579.659584015447,-10.288414275657146
0.03274549162877728,443.6711051837853,-43.189628342796006
0.03511191734215131,319.8075402858607,14.927293883435794
0.037649358067924674,347.62719540006674,-12.489894555092848
0.040370172585965536,445.68040451898014,-16.561370032916347
0.04328761281083057,307.75836130020315,-54.48993949807693
0.046415888336127795,172.5640726730107,38.880932448635384
0.049770235643321115,218.0522649437977,8.013064698132203
0.0533669923120631,271.24641651684203,-8.561569589407176
0.05722367659350217,357.817525114737,59.11451308123693
0.06135907273413173,444.6672520601805,32.66007173424338
0.06579332246575682,492.9524853505977,12.439943001522552
0.07054802310718646,541.4409168173347,37.02567242962391
0.07564633275546291,597.3615267265039,5.937875375465983
0.08111308307896872,573.8489766799531,20.68109609054941
0.08697490026177834,550.9977479263855,6.278951332799639
0.093260334688322,506.25629934915344,10.633412911500585
0.1,423.38056056173514,6.9327893210831695
0.10722672220103231,481.5404161392991,26.84770082682566
0.11497569953977356,586.011476135758,21.67327746633561
0.12328467394420659,608.326028136541,15.186936715646677
0.13219411484660293,654.7453238510277,13.179046851489865
0.14174741629268056,664.1977095040297,6.334792394154302
0.1519911082952934,618.201703322764,1.3062673543252241
0.16297508346206444,570.5134163675748,-1.7741790451520192
0.17475284000076838,596.9903640929573,-1.4017640265955202
0.1873817422860384,611.812347433212,-4.616558686043244
0.20092330025650468,608.5935239541047,-9.785248543956508
0.21544346900318845,590.2159916484496,-8.517361033302057
0.23101297000831605,568.6255769263817,-9.132887054039278
0.24770763559917114,560.7232805311296,-11.921785741317976
0.26560877829466867,556.9076961901702,-12.783340078243574
0.2848035868435802,521.3363764200212,-16.154863081161665
0.30538555088334157,511.0618144272546,-14.872707711409552
0.32745491628777285,504.4392785167464,-15.947516981482497
0.3511191734215131,470.67025576163536,-19.514117340880038
0.37649358067924676,461.0741518982792,-19.198628936152907
0.4037017258596556,458.469905076615,-18.04171595764576
0.43287612810830595,444.64894818147593,-18.353461642500818
0.464158883361278,427.9220288442828,-19.945758780079707
0.49770235643321115,421.2919240356953,-18.820721355042682
0.533669923120631,416.05164375752975,-18.957761233687766
0.5722367659350217,409.70177118806106,-18.688448395068253
0.6135907273413173,392.84869554369493,-19.33588746376136
0.6579332246575682,391.69312310655744,-18.471430517412873
0.7054802310718645,384.8293598430619,-17.785257498945953
0.7564633275546291,378.39264990666265,-17.770283970372688
0.8111308307896873,371.8029312308396,-18.12500556250316
0.8697490026177834,367.72944897157566,-17.93986095085692
0.9326033468832199,362.8702819327513,-17.633297792939736
1.0,357.6756991477178,-17.76169164905565
1.072267222010323,353.45048043229446,-17.20218817279627
1.1497569953977356,350.4810290667462,-17.786580291524366
1.232846739442066,345.5660517341158,-17.659228739123765
1.3219411484660286,342.09080716024744,-17.42057917151087
1.4174741629268048,337.0675512890485,-17.867363163002146
1.5199110829529332,332.94899385698784,-18.28774296055907
1.629750834620645,332.2177654790008,-17.7417904515202
1.7475284000076847,328.78704903610276,-17.021420322948867
1.873817422860385,325.7982627146885,-18.251511084352334
2.0092330025650478,321.99510059168045,-18.41929137685639
2.1544346900318843,321.0928279299656,-18.516002246314617
2.31012970008316,317.28390958182644,-18.530495471968003
2.4770763559917115,315.0286216175253,-18.45038269489552
2.656087782946687,312.7428506922234,-19.78374059728296
2.848035868435802,310.92775877408036,-17.949847867959466
3.0538555088334154,306.618259808575,-20.996763827862594
3.2745491628777286,305.80618126273185,-18.76178468410333
3.511191734215131,302.8209700712173,-22.129411417494946
3.7649358067924674,300.7687263457063,-21.571493186681636
4.037017258596554,297.25840160869564,-20.817364566509273
4.328761281083057,295.0182062884166,-22.321777673307032
4.641588833612782,291.6097300756321,-23.93491053608901
4.9770235643321135,288.7264343676472,-22.81299558186649
5.336699231206313,286.4483512618937,-24.46162739831914
5.72236765935022,281.9849977712525,-26.229401256247275
6.135907273413176,278.547617054961,-28.12492722001036
6.5793322465756825,275.2964224433614,-30.15743757944303
7.054802310718645,270.37457384040783,-32.3368318162591
7.56463327554629,266.8738338397433,-34.67372482023518
8.111308307896872,261.1993138183156,-37.179498589743964
8.697490026177835,257.1052377398872,-34.88306295999485
9.326033468832199,251.62647327464973,-37.40396501535525
10.0,245.25648578022077,-40.107045659186284
