Frequency,Gain,Phase Shift
0.01,257.1217639363003,35.54057203196501
0.010722672220103232,257.6453850148358,31.652026237941786
0.011497569953977356,254.53537870829126,25.93546911397089
0.013219411484660288,325.72166568152596,41.82453834133717
0.014174741629268055,341.8746943900056,40.60764355227259
0.01519911082952934,353.91040252277475,39.336064263252844
0.016297508346206444,370.4716214044403,37.9767693507019
0.01747528400007684,367.15051316609026,36.50594029262693
0.01873817422860384,377.18258253520736,34.86038617112137
0.02009233002565047,385.46241430971804,32.86692305058473
0.021544346900318846,392.17784998188205,30.60077971240229
0.023101297000831605,397.30655542037147,28.298713799325256
0.024770763559917114,425.67050254727667,32.17462889948442
0.026560877829466867,442.3540217638626,30.999599689743526
0.02848035868435802,457.8100696820262,29.666203112678524
0.030538555088334154,462.1005155595227,28.0656743165885
0.03274549162877728,475.45992211897334,26.097642495581734
0.03511191734215131,485.46244955227314,23.859529037405256
0.037649358067924674,511.9898429634058,24.28950132821203
0.040370172585965536,532.7165219405273,21.74258076947149
0.04328761281083057,537.381633349712,18.5518774440426
0.046415888336127795,540.7452318836167,14.866238877419493
0.049770235643321115,531.7205322454543,10.465461723183376
0.0533669923120631,531.1404714686452,8.745031794894656
0.05722367659350217,500.6974876032862,5.409814009098155
0.06135907273413173,458.75328748009497,3.0585858351767494
0.06579332246575682,428.1367747120316,4.5613124338918025
0.07054802310718646,384.146867926239,7.356629238200153
0.07564633275546291,361.219633839539,14.953043828729102
0.08111308307896872,361.3560210889646,24.1666740833386
0.08697490026177834,404.84040979865694,33.288408653255786
0.093260334688322,476.825298044143,37.02992536517558
0.1,556.6077792331537,37.01307356545139
0.10722672220103231,631.9951520783635,33.97432164126888
0.11497569953977356,693.9739623063643,30.368938942191047
0.12328467394420659,736.2162357877654,25.782473959120935
0.13219411484660293,787.3226371432154,21.359144897242462
0.14174741629268056,816.7388121486449,16.324272708013506
0.1519911082952934,814.661517489909,10.885561286045185
0.16297508346206444,787.5658811030046,6.349693424754735
0.17475284000076838,763.7740051472085,4.505670085485926
0.1873817422860384,762.1350168500335,3.6503022168716863
0.20092330025650468,777.7362314913034,1.8419291376862925
0.21544346900318845,797.2691111235212,-0.9875201198023235
0.23101297000831605,809.3183347642998,-4.76498454993334
0.24770763559917114,793.5537772860503,-8.941339305988079
0.26560877829466867,757.0468944417695,-12.631157458264608
0.2848035868435802,723.8768189007479,-15.175780470182142
0.30538555088334157,687.5800685420496,-16.27249196659973
0.32745491628777285,662.6471718338446,-17.07322406252955
0.3511191734215131,647.3048415537748,-18.307058536289507
0.37649358067924676,626.8893386754479,-19.84577373175299
0.4037017258596556,599.8591929623412,-20.81736456651454
0.43287612810830595,580.8872524748629,-21.081678913683888
0.464158883361278,560.0669557275178,-21.009532581684503
0.49770235643321115,551.463395755971,-21.38718335800408
0.533669923120631,532.4537690778308,-22.015464658476787
0.5722367659350217,517.3048578545043,-21.63925603639374
0.6135907273413173,503.74280432654757,-21.796818595512516
0.6579332246575682,491.4782211911583,-21.864142245102087
0.7054802310718645,477.37115995345476,-21.423151078274813
0.7564633275546291,469.38464922145687,-21.23765645239867
0.8111308307896873,462.4614559817523,-21.378211689108728
0.8697490026177834,451.44924296219415,-20.92983777599974
0.9326033468832199,442.87748351848705,-21.373694294472223
1.0,439.04988135979914,-21.19943841984072
1.072267222010323,429.88982396597225,-20.274007489367406
1.1497569953977356,425.6808634731212,-20.42162922359928
1.232846739442066,416.21134458124203,-20.484705337385012
1.3219411484660286,410.84469653841074,-20.450245114383634
1.4174741629268048,407.4464776898894,-20.303821776136285
1.5199110829529332,400.8606154364559,-20.900277669207536
1.629750834620645,398.21647472780097,-20.54312578597355
1.7475284000076847,391.0088390359925,-20.02520037993683
1.873817422860385,386.53197074963856,-21.47236598159493
2.0092330025650478,383.53048068877496,-21.872908510021055
2.1544346900318843,380.1537337966396,-20.984802545820425
2.31012970008316,376.1663614401683,-21.17770911081735
2.4770763559917115,370.62355770700634,-22.708163316790763
2.656087782946687,367.65996155547583,-22.827392996870945
2.848035868435802,365.5363552647188,-21.21345657122145
3.0538555088334154,359.8370521340228,-24.496224465847984
3.2745491628777286,357.74975248289076,-22.51414162091973
3.511191734215131,352.77738366924166,-24.141176091810593
3.7649358067924674,350.07998060012227,-25.88579182402777
4.037017258596554,344.1560579732614,-25.443445581299336
4.328761281083057,341.057715999827,-24.801975192561805
4.641588833612782,336.06841939289484,-26.594345040112337
4.9770235643321135,332.21016166742345,-28.516244477345268
5.336699231206313,328.52821269246994,-27.51933082310469
5.72236765935022,321.84066907398085,-29.508076413273525
6.135907273413176,316.58891787456184,-31.640543122509158
6.5793322465756825,311.6847597160576,-33.92711727687073
7.054802310718645,305.0048850119864,-36.37893579328861
7.56463327554629,300.3179513443758,-39.00794042276149
8.111308307896872,291.99996779970917,-41.82693591345866
8.697490026177835,286.07734833181553,-39.86635766858982
9.326033468832199,278.56154954300683,-42.74738858896875
10.0,270.1909627053021,-45.836623610489305
