1117.00584,2.45771
1116.94168,2.50635
1116.8811,2.50558
1116.82053,2.50919
1116.75985,2.488
1116.69914,2.46243
1116.63856,2.46312
1116.57804,2.47548
1116.51763,2.51263
1116.45706,2.51332
1116.39648,2.51401
1116.3359,2.5147
1116.27541,2.53435
1116.21487,2.54233
1116.15432,2.54885
1116.09381,2.56558
1116.03266,2.53542
1115.97258,2.55237
1115.91198,2.54723
1115.85126,2.5202
1115.79068,2.51943
1115.72987,2.47345
1115.66927,2.46976
1115.60858,2.44711
1115.54795,2.43905
1115.48723,2.41056
1115.42632,2.34416
1115.36548,2.29088
1115.2528,2.14726
1115.12717,1.98532
1115.06226,1.87906
1115.00481,1.74078
1114.94357,1.60572
1114.88262,1.53056
1114.8217,1.46124
1114.76087,1.41088
1114.70025,1.40282
1114.63943,1.35391
1114.57867,1.31814
1114.51779,1.2561
1114.45681,1.17511
1114.39597,1.12183
1114.33552,1.15023
1114.27572,1.30991
1114.21631,1.54981
1114.15503,1.83076
1114.09754,2.04127
1113.94666,2.72564
1113.88751,3.01804
1113.82823,3.28711
1113.76862,3.48617
1113.70805,3.48832
1113.64731,3.45546
1113.58665,3.4401
1113.52599,3.42474
1113.46539,3.42106
1113.40478,3.41591
1113.34425,3.42681
1113.28365,3.42166
1113.22308,3.42527
1113.16247,3.42012
1113.10196,3.43394
1113.04078,3.40655
1112.98079,3.4324
1112.92018,3.42871
1112.85958,3.42356
1112.79883,3.39071
1112.73833,3.40598
1112.67775,3.40667
1112.61717,3.40736
1112.55657,3.40513
1112.49601,3.40873
1112.43544,3.41088
1112.3749,3.42032
1112.31442,3.44143
1112.25385,3.44358
1112.19327,3.44426
1112.13271,3.44933
1112.06994,3.47107
1112.01179,3.49884
1111.9512,3.49807
1111.89054,3.48125
1111.83011,3.51403
1111.7697,3.54973
1111.70932,3.59125
1111.64893,3.62987
1111.58856,3.67431
1111.52826,3.73189
1111.4679,3.77779
1111.40752,3.81932
1111.34724,3.88127
1111.28689,3.92863
1111.22652,3.97162
1111.16626,4.0394
1111.10593,4.08968
1111.04509,4.13255
1110.98527,4.19462
1110.92479,4.21427
1110.86443,4.26017
1110.8041,4.31337
1110.7438,4.37094
1110.68353,4.43435
1110.62311,4.46713
1110.56204,4.36863
1110.50081,4.23513
1110.43953,4.09142
1110.37811,3.92
1110.31667,3.74419
1110.25518,3.55818
1110.19353,3.34008
1110.13179,3.10156
1110.07,2.85575
1110.01608,2.71487
1109.95375,2.73309
1109.89289,2.67689
1109.83227,2.66883
1109.77162,2.65493
1109.71105,2.65854
1109.65047,2.65776
1109.58986,2.65262
1109.5293,2.65622
1109.46875,2.66421
1109.40824,2.67948
1109.34772,2.69184
1109.30367,2.69409
